DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
230717350,11/20/2023,11/20/2023,1550,07,Wilshire,0758,997,TRAFFIC COLLISION,4027 3004 3026 3029 3035 3037 3101 3401 3701,62,M,B,101,STREET,RIMPAU                       BL,PICO                         BL,"(34.0488, -118.3369)",23080,614,1508,,12,52
230618058,11/20/2023,11/20/2023,0630,06,Hollywood,0636,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3003 3027 4027,30,F,W,101,STREET,CAHUENGA                     BL,HOLLYWOOD                    BL,"(34.1016, -118.3297)",23446,422,468,,8,34
231517871,11/20/2023,11/20/2023,1530,15,N Hollywood,1549,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,54,M,O,101,STREET,CAHUENGA                     BL,BURBANK                      BL,"(34.1721, -118.3616)",8488,208,526,,5,13
231320877,11/20/2023,11/20/2023,1755,13,Newton,1317,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3037 3029 3026 3033,36,F,H,101,STREET,STAUNTON,WASHINGTON,"(34.0204, -118.2416)",23082,702,1220,7,9,76
230124453,11/20/2023,11/20/2023,0830,01,Central,0119,997,TRAFFIC COLLISION,0605 3025 3029 3037 3102 4024 3003 3101 3401 3701,64,M,H,101,STREET,CESAR E CHAVEZ,ALAMEDA,"(34.0578, -118.2359)",22728,532,1322,27,9,28
230124486,11/20/2023,11/20/2023,1655,01,Central,0182,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3036 3101 4024 3401 3701,22,M,O,101,STREET,FLOWER                       ST,PICO                         BL,"(34.0401, -118.2669)",23076,,1291,,9,76
230221261,11/20/2023,11/20/2023,0857,02,Rampart,0261,997,TRAFFIC COLLISION,0605 3003 3026 3029 3033 3036 3101 4024 3401 3701,82,M,H,101,STREET,W  7TH                          ST,LAKE                         ST,"(34.057, -118.2779)",24352,559,884,,11,63
230320082,11/20/2023,11/20/2023,0900,03,Southwest,0363,997,TRAFFIC COLLISION,4025 3037 3011 3028 3101,40,M,F,101,STREET,MARLTON                      AV,KING                         BL,"(34.0126, -118.3403)",22725,761,1031,7,12,54
230916557,11/20/2023,11/20/2023,0655,09,Van Nuys,0935,997,TRAFFIC COLLISION,3028 4026 3034 3037 3011 3102,23,M,W,101,STREET,TYRONE                       AV,DELANO                       ST,"(34.1826, -118.4444)",19729,237,1338,,3,18
231016088,11/20/2023,11/20/2023,0100,10,West Valley,1035,997,TRAFFIC COLLISION,3029 3004 3026 4010 3036 3101,20,M,H,101,STREET,VANOWEN                      ST,LINDLEY                      AV,"(34.1939, -118.5273)",18909,264,245,,4,12
231016136,11/20/2023,11/20/2023,1700,10,West Valley,1078,997,TRAFFIC COLLISION,3026 4010 3029 3036 3005 3101,32,F,W,101,STREET,VENTURA                      BL,RUBIO                        ST,"(34.1579, -118.4945)",19737,326,1363,6,6,62
231517880,11/21/2023,11/20/2023,2000,15,N Hollywood,1502,997,TRAFFIC COLLISION,3004 3028 4026 3030 3034 3037 3101,,M,O,101,STREET,BEEMAN                       AV,STAGG                        ST,"(34.2119, -118.409)",8888,159,465,,5,71
231517882,11/21/2023,11/20/2023,2020,15,N Hollywood,1547,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3101,,M,O,101,STREET,11600    BURBANK                      BL,,"(34.1722, -118.3848)",8488,192,813,,5,13
231614219,11/20/2023,11/20/2023,0320,16,Foothill,1651,997,TRAFFIC COLLISION,3011 3034 3028 3030 3036 3101 4016,,M,X,101,STREET,HELA                         AV,KAGEL CANYON,"(34.2455, -118.4177)",18907,35,413,,1,11
231614233,11/20/2023,11/20/2023,1020,16,Foothill,1664,997,TRAFFIC COLLISION,3004 3026 4026 3037 3101,39,M,H,101,STREET,SHELDON                      ST,GLENOAKS                     BL,"(34.2464, -118.3839)",19335,155,1371,,3,21
231717841,11/20/2023,11/20/2023,0735,17,Devonshire,1724,997,TRAFFIC COLLISION,3004 3028 4026 3030 3034 3036 3101,23,M,W,101,STREET,VANALDEN                     AV,OLYMPIA                      ST,"(34.2648, -118.5494)",18905,80,524,,2,77
231717894,11/20/2023,11/20/2023,0800,17,Devonshire,1715,997,TRAFFIC COLLISION,3006 3028 4017 3101,21,M,H,101,STREET,CASPIAN                      CT,LONGACRE                     AV,"(34.2975, -118.5374)",19329,50,1530,,2,78
231717898,11/20/2023,11/20/2023,1240,17,Devonshire,1745,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,51,M,H,101,STREET,BALBOA                       BL,SAN JOSE                     ST,"(34.2612, -118.5023)",19329,85,324,39,2,79
231916846,11/20/2023,11/20/2023,1410,19,Mission,1984,997,TRAFFIC COLLISION,3101 3003 3024 4026 3029 3033 3035 3037,49,F,H,101,STREET,CEDROS                       AV,PARTHENIA                    ST,"(34.2283, -118.4535)",19730,144,417,,3,59
231916852,11/20/2023,11/20/2023,1840,19,Mission,1931,997,TRAFFIC COLLISION,3011 3034 3028 3037 3102 4019,,X,X,101,STREET,15000    RINALDI                      ST,,"(34.283, -118.4635)",19330,67,302,,1,4
231916853,11/21/2023,11/20/2023,2000,19,Mission,1969,997,TRAFFIC COLLISION,3004 3028 4019 3039 3602 3101,20,F,H,101,STREET,9200    BARTEE                       AV,,"(34.2381, -118.419)",18907,129,454,,3,41
232018086,11/20/2023,11/20/2023,0415,20,Olympic,2025,997,TRAFFIC COLLISION,3004 3028 3035 3037 3101 3401 3701 4020 3039 3602,55,M,H,101,STREET,ALEXANDRIA                   AV,3RD                          ST,"(34.069, -118.2979)",23081,594,1028,,12,89
232018156,11/20/2023,11/20/2023,2000,20,Olympic,2033,997,TRAFFIC COLLISION,3028 3030 3006 3035 3037 3101 3401 3701 4027,22,M,O,101,STREET,WESTERN                      AV,7TH                          ST,"(34.0597, -118.3091)",22722,610,877,,12,89
232116703,11/20/2023,11/20/2023,1010,21,Topanga,2146,997,TRAFFIC COLLISION,3004 3026 4026 3029 3037 3101,56,F,H,101,STREET,SHERMAN                      WY,ETON                         AV,"(34.201, -118.5955)",4278,286,951,,4,37
230618059,11/20/2023,11/20/2023,1130,06,Hollywood,0636,997,TRAFFIC COLLISION,4027 3011 3028 3034 3037 3101 3401 3701,22,,,101,STREET,YUCCA                        ST,LAS PALMAS                   AV,"(34.1032, -118.3362)",23446,416,864,,8,82
231420539,11/20/2023,11/20/2023,1140,14,Pacific,1463,997,TRAFFIC COLLISION,3003 3026 3029 4027 3101 3032 3035 3037 3401 3701,40,M,H,108,PARKING LOT,JEFFERSON                    BL,ALLA                         RD,"(33.9748, -118.4243)",24031,923,492,10,10,85
230917192,12/07/2023,11/20/2023,1800,09,Van Nuys,0923,997,TRAFFIC COLLISION,3101 3004 3028 4009 3030 3034 3036,19,F,H,101,STREET,VAN NUYS                     BL,KITTRIDGE                    ST,"(34.1907, -118.4487)",19733,236,290,,3,18
231223412,11/20/2023,11/20/2023,0330,12,77th Street,1255,997,TRAFFIC COLLISION,4012 3039 3028,24,M,H,101,STREET,BUDLONG                      AV,78TH                         ST,"(33.9694, -118.2962)",23675,777,1161,7,14,20
231223505,11/21/2023,11/20/2023,2300,12,77th Street,1266,997,TRAFFIC COLLISION,3003 3024 3029 4012,20,F,H,101,STREET,81ST                         ST,FIGUEROA                     ST,"(33.9659, -118.2827)",23675,782,1360,7,14,45
232018065,11/20/2023,11/20/2023,0615,20,Olympic,2029,997,TRAFFIC COLLISION,4027 3006 3028 3030 3035 3037 3101 3401 3701,45,M,B,101,STREET,4TH                          ST,WESTMORELAND                 AV,"(34.0667, -118.2879)",23081,578,1317,,8,80
232018574,11/30/2023,11/20/2023,1725,20,Olympic,2081,997,TRAFFIC COLLISION,3004 3026 3029 4027 3033 3034 3037,66,F,A,101,STREET,ARLINGTON                    AV,WASHINGTON                   BL,"(34.0399, -118.3177)",23079,658,898,,12,19
232018520,11/20/2023,11/20/2023,1810,20,Olympic,2033,997,TRAFFIC COLLISION,3003 3026 3035 3037 3101 3401 3701 4020 3029,55,M,O,101,STREET,S  HARVARD                      BL,8TH                          ST,"(34.0577, -118.3042)",22722,609,638,,12,89
231116016,11/22/2023,11/20/2023,0630,11,Northeast,1169,997,TRAFFIC COLLISION,0605 4024,48,F,O,101,STREET,200 S  AVENUE 52,,"(34.1046, -118.1981)",23673,374,588,28,11,93
232018585,11/20/2023,11/20/2023,0900,20,Olympic,2091,997,TRAFFIC COLLISION,3008 3026 3035 3037 3029 3101 3401 3701 4020,26,M,H,101,STREET,WASHINGTON                   BL,ARLINGTON,"(34.0399, -118.3177)",23079,658,898,,12,19
230718074,12/07/2023,11/20/2023,1300,07,Wilshire,0701,997,TRAFFIC COLLISION,3003 3024 3029 4027 3035 3037 3401 3701 3102,59,F,W,101,STREET,LA CIENEGA                   BL,WILLOUGHBY                   AV,"(34.087, -118.3764)",24034,461,801,,6,26
230516805,11/20/2023,11/20/2023,0220,05,Harbor,0519,997,TRAFFIC COLLISION,3024 4025 3011 3038,37,M,A,101,STREET,ALAMEDA                      ST,O                            ST,"(33.7935, -118.2406)",3350,953,626,,15,15
240804906,01/26/2024,11/20/2023,0810,08,West LA,0813,997,TRAFFIC COLLISION,4027 3028 3030 3004,48,F,W,101,STREET,N  BOWLING GREEN                WY,SUNSET                       BL,"(34.0615, -118.4774)",23680,831,345,,10,
230916570,11/21/2023,11/21/2023,0105,09,Van Nuys,0979,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3039 3101,30,F,H,101,STREET,MOORPARK                     ST,VAN NOORD                    AV,"(34.1504, -118.415)",8492,345,1230,,5,84
230916583,11/21/2023,11/21/2023,1300,09,Van Nuys,0974,997,TRAFFIC COLLISION,3004 3028 3030 4026 3101,71,F,O,101,STREET,VAN NUYS                     BL,VENTURA                      FY,"(34.1569, -118.4487)",19736,248,562,,7,83
231223457,11/21/2023,11/21/2023,0155,12,77th Street,1267,997,TRAFFIC COLLISION,3004 3026 3036 4012 3602,25,F,B,101,STREET,BROADWAY,MANCHESTER                   AV,"(33.9601, -118.2783)",22352,795,1002,7,13,45
231320913,11/21/2023,11/21/2023,0120,13,Newton,1385,997,TRAFFIC COLLISION,3006 3028 3030 0605 3101 3401 3701 4013 3037 3033,40,F,H,101,STREET,61ST                         ST,SAN PEDRO                    ST,"(33.9843, -118.2696)",22352,786,858,7,13,46
231517932,11/21/2023,11/21/2023,1725,15,N Hollywood,1501,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3037,66,M,O,101,STREET,COLDWATER CA                 AV,VOSE                         ST,"(34.2125, -118.4195)",8888,163,463,,5,71
231819717,11/22/2023,11/21/2023,2030,18,Southeast,1837,997,TRAFFIC COLLISION,3011 3028 3030 3034 4025,22,M,O,102,SIDEWALK,WILMINGTON                   AV,SANTA ANA                    BL,"(33.9382, -118.239)",24354,823,705,7,15,40
231320957,11/22/2023,11/21/2023,2300,13,Newton,1364,997,TRAFFIC COLLISION,3401 3701 3011 0605 3028 3030 3033 3037 3101 4013,48,M,H,101,STREET,5000 S  CENTRAL                      AV,,"(33.9977, -118.2565)",22727,723,893,7,13,
231320945,11/21/2023,11/21/2023,1640,13,Newton,1345,997,TRAFFIC COLLISION,3101 3401 3701 3036 3033 3035 0605 4024 3004 3028,58,F,O,101,STREET,41ST,HOOPER,"(34.0093, -118.2521)",22727,710,1120,7,13,6
230717369,11/21/2023,11/21/2023,0045,07,Wilshire,0782,997,TRAFFIC COLLISION,3004 3028 3034 3036 4027 3101 3401 3701 3002,50,F,B,101,STREET,VENICE                       BL,CADILLAC                     AV,"(34.0374, -118.374)",23451,887,1104,,12,69
230817130,11/22/2023,11/21/2023,2000,08,West LA,0832,997,TRAFFIC COLLISION,3006 3028 3030 4008 3701 3035 3037 3101 3401,22,M,O,101,STREET,SAN VICENTE                  BL,BARRINGTON                   AV,"(34.0535, -118.4655)",23680,843,757,9,10,
231320944,11/21/2023,11/21/2023,1530,13,Newton,1325,997,TRAFFIC COLLISION,0605 3004 3026 3029 3037 3101 4024 3401 3701 3033,39,M,H,101,STREET,CENTRAL,28TH,"(34.0162, -118.256)",22727,706,965,7,13,6
231517888,11/21/2023,11/21/2023,0220,15,N Hollywood,1539,997,TRAFFIC COLLISION,3028 4015 3011 3039 3036 3101,,X,X,101,STREET,VINELAND                     AV,MAGNOLIA                     BL,"(34.1758, -118.3643)",8488,199,526,,5,13
231819693,11/21/2023,11/21/2023,1350,18,Southeast,1824,997,TRAFFIC COLLISION,3003 3026 3029 4025,22,F,H,101,STREET,CENTRAL,103RD,"(33.9433, -118.2541)",22351,806,360,7,14,45
231223503,11/21/2023,11/21/2023,1040,12,77th Street,1269,997,TRAFFIC COLLISION,4025 3006 3028 3030,,M,B,101,STREET,83RD                         ST,AVALON,"(33.9637, -118.2651)",22350,797,1209,7,13,46
231320978,11/22/2023,11/21/2023,2230,13,Newton,1313,997,TRAFFIC COLLISION,3006 3028 3030 0605 3101 3401 3701 4013 3037 3033,30,F,H,101,STREET,PALOMA                       ST,18TH                         ST,"(34.0255, -118.2524)",23082,702,1220,7,9,76
230817114,11/22/2023,11/21/2023,2334,08,West LA,0804,997,TRAFFIC COLLISION,3011 3028 3034 3037 3101 3401 3701 4027 3002,22,,,101,STREET,STONE OAK                    DR,MULHOLLAND                   DR,"(34.1304, -118.4966)",23680,830,1272,46,10,
231320922,11/21/2023,11/21/2023,0950,13,Newton,1313,997,TRAFFIC COLLISION,0605 3004 3028 3030 3033 3036 3101 4024 3401 3701,73,M,H,101,STREET,SAN PEDRO                    ST,16TH                         ST,"(34.0299, -118.2559)",23082,703,1018,,9,76
230516041,11/21/2023,11/21/2023,1155,05,Harbor,0551,997,TRAFFIC COLLISION,3004 3028 4025,45,M,H,101,STREET,WESTERN                      AV,1ST                          ST,"(33.7434, -118.3098)",3343,972,1444,,15,25
231819697,11/21/2023,11/21/2023,1735,18,Southeast,1801,997,TRAFFIC COLLISION,3004 3026 3029 4025,30,M,H,101,STREET,FIGUEROA                     ST,89TH                         ST,"(33.956, -118.2827)",23675,801,931,7,14,45
230717376,11/21/2023,11/21/2023,1150,07,Wilshire,0773,997,TRAFFIC COLLISION,3009 3025 3034 3037 3101 3401 3701 4027 3002,45,M,B,101,STREET,HAUSER                       BL,VENICE                       BL,"(34.044, -118.3586)",23080,652,1349,,12,69
230817113,11/22/2023,11/21/2023,1945,08,West LA,0829,997,TRAFFIC COLLISION,3004 3026 3037 4027 3033 3035 3101 3401 3701,18,M,W,101,STREET,SANTA MONICA                 BL,ENSLEY                       AV,"(34.0601, -118.4206)",23442,858,501,9,6,72
231223510,11/21/2023,11/21/2023,2025,12,77th Street,1269,997,TRAFFIC COLLISION,3006 3028 3039 4012 3602,40,M,H,101,STREET,83RD                         ST,CENTRAL                      AV,"(33.9638, -118.2564)",22350,797,1209,7,13,46
230817115,11/22/2023,11/21/2023,2205,08,West LA,0806,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3024 4027 3011,22,,,101,STREET,BEL AIR                      RD,SUNSET                       BL,"(34.081, -118.4357)",24037,828,770,,6,81
230124566,11/21/2023,11/21/2023,1355,01,Central,0158,997,TRAFFIC COLLISION,3401 3701 3033 0605 3004 3026 3029 3036 3101 4024,33,F,B,101,STREET,6TH,ALAMEDA,"(34.0382, -118.2384)",23082,533,1018,,9,28
230414601,11/21/2023,11/21/2023,2020,04,Hollenbeck,0491,997,TRAFFIC COLLISION,3401 3701 0605 3025 3033 3034 3037 0947 3101 4024,26,M,H,102,SIDEWALK,SOTO                         ST,LUGO                         ST,"(34.0166, -118.22)",23441,530,961,,9,38
230414604,11/22/2023,11/21/2023,1840,04,Hollenbeck,0455,997,TRAFFIC COLLISION,3401 3701 0605 3008 3025 3033 3035 3037 3101 4024,12,M,H,101,STREET,SHERIDAN                     ST,SOTO                         ST,"(34.0499, -118.2058)",23450,514,822,,9,38
230916600,11/21/2023,11/21/2023,1800,09,Van Nuys,0931,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,61,M,H,101,STREET,SEPULVEDA                    BL,ERWIN                        ST,"(34.183, -118.4662)",19735,227,560,,3,18
230717388,11/21/2023,11/21/2023,1900,07,Wilshire,0721,997,TRAFFIC COLLISION,3008 3026 3029 4027 3035 3036 3101 3701 3401,62,M,W,101,STREET,WILLAMAN                     DR,3RD                          ST,"(34.0736, -118.3806)",23679,633,809,,6,26
231517943,11/22/2023,11/21/2023,1925,15,N Hollywood,1522,997,TRAFFIC COLLISION,3039 3101 3004 3028 4015,42,F,W,108,PARKING LOT,13000    VICTORY                      BL,,"(34.1936, -118.4166)",8889,182,392,,5,70
231717951,11/21/2023,11/21/2023,0830,17,Devonshire,1708,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3102,45,M,H,108,PARKING LOT,BLUCHER                      AV,ODYSSEY                      DR,"(34.2827, -118.4694)",19329,68,385,,2,78
231718010,11/21/2023,11/21/2023,1410,17,Devonshire,1712,997,TRAFFIC COLLISION,3037 3101 3006 3026 4026 3038,53,M,H,101,STREET,DORAL,PORTER VALLEY,"(34.288, -118.5537)",18905,62,1413,,2,48
231819706,11/21/2023,11/21/2023,1718,18,Southeast,1881,997,TRAFFIC COLLISION,3009 3024 3036 4018 3602,49,M,W,101,STREET,FIGUEROA                     ST,GARDENA                      BL,"(33.8818, -118.2826)",24685,942,779,7,15,53
231916905,11/21/2023,11/21/2023,1840,19,Mission,1984,997,TRAFFIC COLLISION,3038 3101 3006 3025 4026 3037,23,,,101,STREET,CEDROS                       AV,CHASE                        ST,"(34.2247, -118.4536)",19730,147,419,,3,59
232116769,11/21/2023,11/21/2023,1750,21,Topanga,2115,997,TRAFFIC COLLISION,3102 3011 3025 4021 3034 3037,99,F,O,102,SIDEWALK,TOPANGA CANYON               BL,ROSCOE                       BL,"(34.2196, -118.606)",4279,279,267,,4,37
230320200,11/23/2023,11/21/2023,1730,03,Southwest,0318,997,TRAFFIC COLLISION,3009 3026 3029 4025,22,M,W,101,STREET,S  HOOVER                       ST,W  22ND                         ST,"(34.0362, -118.284)",22724,698,963,7,14,32
230124529,11/21/2023,11/21/2023,1155,01,Central,0132,997,TRAFFIC COLLISION,0605 3028 3034 3036 4024 3101 3401 3701 3004 3033,44,F,B,101,STREET,3RD                          ST,HILL                         ST,"(34.0516, -118.2491)",23074,541,1183,,9,76
230618120,11/21/2023,11/21/2023,1050,06,Hollywood,0676,997,TRAFFIC COLLISION,4027 3004 3028 3034 3037 3101 3401 3701,45,M,H,101,STREET,MELROSE                      AV,HUDSON                       AV,"(34.0835, -118.3321)",23669,443,869,,7,86
230817116,11/22/2023,11/21/2023,2200,08,West LA,0854,997,TRAFFIC COLLISION,1402 2004 3035 3037 3101 3401 3008 3027 3029 4027,46,M,W,101,STREET,COTNER                       AV,SANTA MONICA                 BL,"(34.0471, -118.4461)",23443,860,1385,9,6,75
231420821,11/28/2023,11/21/2023,2115,14,Pacific,1495,997,TRAFFIC COLLISION,3004 3028 3030 4014 3035 3037 3101 3401 3701,48,F,B,101,STREET,CENTURY                      BL,SEPULVEDA                    BL,"(33.9523, -118.3906)",23676,2340,445,12,10,16
232018214,11/22/2023,11/21/2023,2200,20,Olympic,2023,997,TRAFFIC COLLISION,3006 3028 3030 4020 3035 3037 3101 3401 3701,22,M,H,101,STREET,ARDMORE                      AV,4TH                          ST,"(34.0672, -118.3016)",23081,592,879,,12,89
230717386,11/21/2023,11/21/2023,1325,07,Wilshire,0719,997,TRAFFIC COLLISION,3004 3028 4027 3035 3037 3101 3401 3701,67,F,H,101,STREET,ROSSMORE                     AV,BEVERLY                      BL,"(34.0761, -118.3272)",22721,448,427,,7,86
231819707,11/21/2023,11/21/2023,1554,18,Southeast,1823,997,TRAFFIC COLLISION,4025 3006 3028 3030 3034 3602,30,M,H,101,STREET,93RD                         ST,AVALON                       BL,"(33.952, -118.2652)",22352,799,1173,7,13,45
230916713,11/26/2023,11/21/2023,1420,09,Van Nuys,0914,997,TRAFFIC COLLISION,3011 3028 4026 3032 3034 3036 3102,22,M,O,108,PARKING LOT,SEPULVEDA                    BL,VOSE                         ST,"(34.1984, -118.4662)",19733,228,295,,3,18
231321289,11/22/2023,11/21/2023,1300,13,Newton,1324,997,TRAFFIC COLLISION,0605 3030 4024,81,F,H,101,STREET,S  CENTRAL                      AV,E  21ST                         ST,"(34.0229, -118.252)",22727,702,969,7,13,6
240804357,01/11/2024,11/21/2023,1429,08,West LA,0859,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3004 3028 3030 4027,34,M,W,101,STREET,PICO                         BL,SHENANDOAH                   ST,"(34.0544, -118.3816)",23666,639,828,,6,95
230414651,11/23/2023,11/22/2023,0200,04,Hollenbeck,0413,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3006 3036 3028 3030 3033,67,F,H,101,STREET,E  AVENUE 33,GRIFFIN                      AV,"(34.0832, -118.2119)",23448,490,618,,11,1
230618141,11/22/2023,11/22/2023,1215,06,Hollywood,0628,997,TRAFFIC COLLISION,3006 3028 3034 3037 3101 3401 3701 4027,51,M,H,101,STREET,FRANKLIN                     AV,BEACHWOOD                    DR,"(34.1052, -118.3213)",23446,417,485,,8,64
230516149,11/23/2023,11/22/2023,1825,05,Harbor,0563,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,23,M,H,101,STREET,18TH                         ST,GAFFEY                       ST,"(33.7279, -118.2924)",3342,976,1207,,15,36
231223579,11/22/2023,11/22/2023,1730,12,77th Street,1273,997,TRAFFIC COLLISION,4025 3006 3028 3034,25,F,B,108,PARKING LOT,ST ANDREWS                   PL,87TH                         ST,"(33.9591, -118.3112)",23678,784,357,7,14,20
231614287,11/22/2023,11/22/2023,1800,16,Foothill,1685,997,TRAFFIC COLLISION,3006 3028 4026 3034 3102,99,F,O,108,PARKING LOT,11500    TUXFORD                      ST,,"(34.2227, -118.3877)",19335,162,272,,3,21
230618140,11/22/2023,11/22/2023,1408,06,Hollywood,0637,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 3401 3701 4027,22,M,O,101,STREET,HOLLYWOOD                    BL,GOWER                        ST,"(34.1017, -118.3224)",23446,427,573,,8,64
231016201,11/23/2023,11/22/2023,2345,10,West Valley,1009,997,TRAFFIC COLLISION,3101 3011 3028 4010 3030 3037,50,M,O,102,SIDEWALK,ROSCOE                       BL,WOODLEY,"(34.2213, -118.4837)",19734,2325,262,,3,61
231320961,11/22/2023,11/22/2023,1030,13,Newton,1343,997,TRAFFIC COLLISION,3401 3701 3033 0605 3004 3025 3034 3036 3101 4024,99,M,O,101,STREET,CENTRAL                      AV,KING                         BL,"(34.0114, -118.2624)",22727,712,673,7,13,6
231819744,11/22/2023,11/22/2023,1025,18,Southeast,1851,997,TRAFFIC COLLISION,3004 3026 3029 4025,22,F,H,101,STREET,135TH                        ST,FIGUEROA                     ST,"(33.9092, -118.2827)",24355,939,1243,7,15,53
231116198,11/27/2023,11/22/2023,1510,11,Northeast,1101,997,TRAFFIC COLLISION,3101 3401 3701 3036 3033 0605 3004 3026 3034 4024,44,F,H,101,STREET,N  VERMONT                      RD,OBSERVATORY,"(34.1374, -118.2941)",23445,2326,1325,,7,3
232116842,11/23/2023,11/22/2023,2000,21,Topanga,2183,997,TRAFFIC COLLISION,3004 3024 3036 3101 4021,55,M,O,101,STREET,VALMAR                       RD,BRENFORD                     ST,"(34.1491, -118.6297)",4277,2156,,,,
230124642,11/22/2023,11/22/2023,1345,01,Central,0123,997,TRAFFIC COLLISION,0605 3004 3026 3033 3034 3036 3101 4024 3401 3701,62,M,H,101,STREET,BROADWAY,1ST,"(34.054, -118.2452)",22728,543,1183,,9,76
230124646,11/22/2023,11/22/2023,1420,01,Central,0124,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3037 3101 4024 3401 3701,30,F,H,101,STREET,MAIN,1ST,"(34.0522, -118.2434)",22728,543,1183,,9,76
230124654,11/22/2023,11/22/2023,1420,01,Central,0111,997,TRAFFIC COLLISION,0605 3004 3026 3033 3035 3036 3101 4024 3401 3701,47,F,B,101,STREET,SPRING                       ST,CESAR CHAVEZ                 AV,"(34.0583, -118.2396)",22728,539,449,,11,28
230717404,11/22/2023,11/22/2023,1200,07,Wilshire,0722,997,TRAFFIC COLLISION,3006 3028 3034 3037 3101 3401 3701 4027 3030,22,,,101,STREET,BEVERLY                      BL,LA CIENEGA                   BL,"(34.0761, -118.3766)",23679,462,1082,,6,26
230916640,11/22/2023,11/22/2023,0300,09,Van Nuys,0904,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,23,M,W,101,STREET,KESWICK                      ST,LULL                         ST,"(34.2102, -118.452)",19733,218,263,,3,18
231321028,11/23/2023,11/22/2023,2130,13,Newton,1383,997,TRAFFIC COLLISION,0605 3003 3025 3029 3033 3037 3101 4013 3401 3701,38,F,B,101,STREET,60TH,MAIN,"(33.9851, -118.2739)",22352,786,858,7,13,46
231517948,11/22/2023,11/22/2023,0130,15,N Hollywood,1595,997,TRAFFIC COLLISION,3038 3029 3101 3026 3006 4026 3030 3037 3602,,F,H,101,STREET,CARPENTER                    AV,VENTURA                      AV,"(34.1427, -118.3908)",8492,347,1353,6,5,84
231517989,11/22/2023,11/22/2023,1620,15,N Hollywood,1591,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3101,22,M,H,101,STREET,VENTURA                      BL,GOODLAND                     AV,"(34.1448, -118.4115)",8492,352,1236,6,5,84
231614284,11/22/2023,11/22/2023,0900,16,Foothill,1634,997,TRAFFIC COLLISION,3028 3101 3011 4026 3034 3037,99,X,O,101,STREET,FOOTHILL,GLADSTONE,"(34.2732, -118.388)",18912,2334,248,,1,9
231718110,11/22/2023,11/22/2023,1905,17,Devonshire,1782,997,TRAFFIC COLLISION,3004 3026 4017 3029 3033 3035 3037 3101,60,M,O,101,STREET,CORBIN,PARTHENIA,"(34.2282, -118.5623)",18513,101,1426,,2,65
231819747,11/22/2023,11/22/2023,0640,18,Southeast,1863,997,TRAFFIC COLLISION,4025 3004 3024 3036,53,M,B,101,STREET,AVALON                       BL,120TH                        ST,"(33.9237, -118.2652)",24354,810,1195,7,15,53
231916945,11/23/2023,11/22/2023,2335,19,Mission,1961,997,TRAFFIC COLLISION,3004 3024 4026 3033 3035 3036 3101,49,M,W,101,STREET,PLUMMER                      ST,ORION                        AV,"(34.2428, -118.4719)",18914,116,1092,,1,73
232116795,11/22/2023,11/22/2023,1455,21,Topanga,2141,997,TRAFFIC COLLISION,3004 3026 4026 3034 3037 3602 3101,55,F,H,101,STREET,PLATT                        AV,VANOWEN                      ST,"(34.1937, -118.6425)",4283,302,1476,,2,44
232116810,11/22/2023,11/22/2023,1802,21,Topanga,2145,997,TRAFFIC COLLISION,3101 3004 3026 4026 3036,24,M,H,101,STREET,VICTORY                      BL,OWENSMOUTH                   AV,"(34.1923, -118.6104)",4278,297,1473,,4,49
232116809,11/22/2023,11/22/2023,1800,21,Topanga,2145,997,TRAFFIC COLLISION,3003 3025 4026 3029 3037 3101 1402,74,F,W,101,STREET,VICTORY                      BL,TOPANGA CANYON               BL,"(34.1868, -118.6059)",19347,299,434,2,4,49
230320190,11/23/2023,11/22/2023,2205,03,Southwest,0363,997,TRAFFIC COLLISION,3011 3028 4025 3030 3034 3602,,X,X,108,PARKING LOT,SANTA ROSALIA                DR,MARLTON                      AV,"(34.0116, -118.3412)",22725,761,1032,7,12,54
