DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
230504066,01/02/2023,01/02/2023,1805,05,Harbor,0563,997,TRAFFIC COLLISION,3004 3026 4025 3029 3032,51,M,A,101,STREET,GAFFEY                       ST,10TH                         ST,"(33.7352, -118.2924)",3342,975,1206,,15,36
230304125,01/03/2023,01/02/2023,1615,03,Southwest,0378,997,TRAFFIC COLLISION,3003 3023 4025 3029,45,M,H,101,STREET,BROWNING                     BL,VERMONT                      AV,"(34.0146, -118.2872)",23668,729,977,7,13,32
231204085,01/02/2023,01/02/2023,2220,12,77th Street,1249,997,TRAFFIC COLLISION,3004 3036 3026 4025,27,M,H,101,STREET,FIGUEROA                     ST,69TH                         ST,"(33.9774, -118.2827)",23675,774,992,7,14,
230804054,01/03/2023,01/02/2023,0230,08,West LA,0861,997,TRAFFIC COLLISION,3011 3026 3033 3034 3037 3101 3401 3701 4008,22,,,101,STREET,PACIFIC COAST                HY,SUNSET                       BL,"(34.0385, -118.5556)",25066,837,1392,,10,
231104138,01/05/2023,01/02/2023,0740,11,Northeast,1186,997,TRAFFIC COLLISION,3101 3401 3701 3036 3033 0605 3006 3034 4024 3026,99,M,W,101,STREET,GRAND VIEW,PARK ROW,"(34.0768, -118.2314)",22728,531,1368,,11,28
231304076,01/02/2023,01/02/2023,1618,13,Newton,1323,997,TRAFFIC COLLISION,0605 3006 3028 3030 3033 3037 3101 4024 3401 3701,50,M,H,101,STREET,25TH                         ST,CENTRAL                      AV,"(34.0197, -118.2546)",22727,705,972,7,13,6
231804063,01/02/2023,01/02/2023,0030,18,Southeast,1842,997,TRAFFIC COLLISION,3014 3027 3032 4025 3040 3101 3601,18,M,H,101,STREET,IMPERIAL                     HY,SAN PEDRO                    ST,"(33.9312, -118.2695)",24355,809,1194,7,15,53
231304078,01/02/2023,01/02/2023,2055,13,Newton,1346,997,TRAFFIC COLLISION,0605 3028 3030 3033 3034 3036 3101 4024 3004,31,M,H,101,STREET,COMPTON                      AV,41ST                         ST,"(34.0082, -118.2474)",22727,709,980,7,13,51
231404024,01/03/2023,01/02/2023,1930,14,Pacific,1486,997,TRAFFIC COLLISION,3006 3028 3039 3033 3035 3037 3101 3401 3701 4014,24,M,W,101,STREET,SEPULVEDA                    WY,92ND                         ST,"(33.9534, -118.3963)",23676,936,791,10,10,16
230204041,01/02/2023,01/02/2023,0120,02,Rampart,0279,997,TRAFFIC COLLISION,3028 3039 4002 0605 3101 3401 3701 3006 3037 3035,36,M,H,101,STREET,JAMES M WOOD,BLAINE,"(34.049, -118.269)",23078,568,1378,54,11,68
231304088,01/03/2023,01/02/2023,2208,13,Newton,1309,997,TRAFFIC COLLISION,3034 0605 3011 3033 3101 3401 3701 4013 3025,48,M,H,101,STREET,15TH                         ST,IMPERIAL                     ST,"(34.0215, -118.2314)",23082,533,1287,7,9,76
231304060,01/02/2023,01/02/2023,1300,13,Newton,1341,997,TRAFFIC COLLISION,0605 4024 3004 3026 3101 3401 3701 3036 3034 3033,54,M,B,101,STREET,HILL,JEFFERSON,"(34.0197, -118.2749)",22724,700,975,7,13,6
231104051,01/02/2023,01/02/2023,1114,11,Northeast,1141,997,TRAFFIC COLLISION,0605 4024 3028 3011 3101 3401 3701 3037 3034 3033,28,M,W,101,STREET,NEW HAMPSHIRE,FINLEY,"(34.1077, -118.293)",23445,402,1326,,7,3
230804052,01/02/2023,01/02/2023,2045,08,West LA,0852,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 1218 3003 3026 3029 4027,70,F,W,101,STREET,SANTA MONICA                 BL,BARRY                        AV,"(34.044, -118.4555)",23443,865,1381,9,10,50
231204111,01/03/2023,01/02/2023,2355,12,77th Street,1273,997,TRAFFIC COLLISION,3037 3006 3028 3030 3101 3039,50,M,O,101,STREET,8900 S  WESTERN                      AV,,"(33.9563, -118.309)",23678,784,357,7,14,20
232004049,01/02/2023,01/02/2023,0745,20,Olympic,2039,997,TRAFFIC COLLISION,4027 3004 3028 3035 3037 3101 3401 3701,55,M,O,101,STREET,LEEWARD                      AV,HOOVER                       ST,"(34.0587, -118.2842)",24352,569,754,,11,63
230704063,01/02/2023,01/02/2023,1920,07,Wilshire,0719,997,TRAFFIC COLLISION,3004 3026 3029 3035 3036 3101 3401 3701 4027 3001,35,M,H,101,STREET,BEVERLY                      BL,LARCHMONT                    BL,"(34.0762, -118.3236)",22721,577,348,,7,86
230504041,01/02/2023,01/02/2023,0700,05,Harbor,0551,997,TRAFFIC COLLISION,3030 3011 3028 3032 4025,25,M,W,108,PARKING LOT,ELBERON                      AV,LELAND                       AV,"(33.7487, -118.3011)",3343,973,1445,,15,25
231304046,01/02/2023,01/02/2023,0815,13,Newton,1395,997,TRAFFIC COLLISION,0605 3011 3028 3034 3037 3101 4024,32,M,O,101,STREET,AVALON,FLORENCE,"(33.9747, -118.2652)",22352,790,998,7,13,46
230304069,01/02/2023,01/02/2023,1220,03,Southwest,0318,997,TRAFFIC COLLISION,0605 4024 3011 3028 3002 3034,52,M,W,101,STREET,23RD,VERMONT,"(34.0352, -118.2915)",22724,682,963,7,14,32
232004034,01/02/2023,01/02/2023,0130,20,Olympic,2091,997,TRAFFIC COLLISION,3004 3028 3034 3039 4027 3037 3101 3401 3701,28,M,W,101,STREET,WESTERN                      AV,20TH                         ST,"(34.0388, -118.309)",23079,678,898,,12,19
230504067,01/02/2023,01/02/2023,1805,05,Harbor,0563,997,TRAFFIC COLLISION,3004 3029 4025 3026,64,F,H,101,STREET,GAFFEY                       ST,9TH                          ST,"(33.7321, -118.295)",3342,976,1452,,15,36
230904026,01/02/2023,01/02/2023,0010,09,Van Nuys,0984,997,TRAFFIC COLLISION,3101 3006 3028 4026 3030 3037,25,F,W,101,STREET,DICKENS                      ST,CEDROS                       AV,"(34.1504, -118.4518)",19732,337,680,,7,83
231004071,01/02/2023,01/02/2023,1845,10,West Valley,1063,997,TRAFFIC COLLISION,3101 3004 3026 4026 3034 3036,48,F,O,101,STREET,VENTURA                      BL,CREBS                        AV,"(34.1715, -118.5428)",19339,320,1496,6,4,10
231504088,01/03/2023,01/02/2023,2245,15,N Hollywood,1519,997,TRAFFIC COLLISION,3101 4026 3004 3028 3030 3036,49,M,O,101,STREET,KITTRIDGE                    ST,DENNY                        AV,"(34.1903, -118.3649)",8889,172,486,,5,13
231604042,01/03/2023,01/02/2023,2330,16,Foothill,1668,997,TRAFFIC COLLISION,3030 3101 4026 3006 3028 3037,47,M,H,101,STREET,MARCUS                       AV,SHADYGROVE                   ST,"(34.247, -118.2818)",3222,6,541,,1,7
231904037,01/02/2023,01/02/2023,0930,19,Mission,1921,997,TRAFFIC COLLISION,3101 3030 3011 3028 4026 3034 3037,23,M,W,101,STREET,LAUREL CANYON                BL,POLK                         ST,"(34.2936, -118.4685)",18912,58,642,,1,47
231804402,01/07/2023,01/02/2023,1905,18,Southeast,1829,997,TRAFFIC COLLISION,4018 3011 3028 3034 3101,34,M,H,101,STREET,ALAMEDA,103RD,"(33.9431, -118.2279)",22351,1633,98,21,,
231904052,01/02/2023,01/02/2023,1630,19,Mission,1962,997,TRAFFIC COLLISION,3101 4019 3004 3026 3029 3037,20,M,H,101,STREET,NORDHOFF                     ST,BURNET                       AV,"(34.2355, -118.4632)",18914,114,1108,,1,73
232104041,01/03/2023,01/02/2023,2245,21,Topanga,2137,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,,M,H,101,STREET,DE SOTO                      AV,SHERMAN                      WY,"(34.2011, -118.5884)",4278,272,273,,4,66
231504103,01/03/2023,01/02/2023,1500,15,N Hollywood,1524,997,TRAFFIC COLLISION,3004 3028 3030 3037 3101 4015,37,F,W,101,STREET,VICTORY                      BL,WILKINSON                    AV,"(34.1869, -118.3987)",8889,189,495,,5,13
231704029,01/02/2023,01/02/2023,0700,17,Devonshire,1765,997,TRAFFIC COLLISION,3004 3026 4026 3034 3036 3101,50,M,W,101,STREET,LASSEN                       ST,WILBUR                       AV,"(34.25, -118.5448)",18513,109,1419,,2,77
232104032,01/02/2023,01/02/2023,1710,21,Topanga,2128,997,TRAFFIC COLLISION,3101 3011 3028 4026 3034 3037,,X,X,101,STREET,SATICOY                      ST,WINNETKA                     AV,"(34.2084, -118.571)",4282,273,1543,,4,66
232004623,01/18/2023,01/02/2023,2000,20,Olympic,2011,997,TRAFFIC COLLISION,3004 3028 3030 4027 3035 3037 3101 3401 3701,37,M,F,101,STREET,WESTERN                      AV,1ST                          ST,"(34.073, -118.3091)",22721,585,1125,,12,89
230305066,01/23/2023,01/02/2023,1136,03,Southwest,0343,997,TRAFFIC COLLISION,4025 3030 3004 3028,34,F,B,108,PARKING LOT,3600 S  LA BREA                      AV,,"(34.0199, -118.3608)",23077,760,1122,,12,54
230616077,10/04/2023,01/03/2023,1300,06,Hollywood,0676,997,TRAFFIC COLLISION,3003 3026 3029 4027 3032 3035 3037 3101 3401 3701,37,F,O,101,STREET,WARING                       AV,COLE                         AV,"(34.0853, -118.3299)",23669,443,535,,8,34
230904095,01/04/2023,01/03/2023,2120,09,Van Nuys,0929,997,TRAFFIC COLLISION,3101 3004 3026 4009 3036,22,M,H,101,STREET,FULTON                       AV,VICTORY                      BL,"(34.1867, -118.4225)",19729,184,499,,5,70
230204108,01/03/2023,01/03/2023,1705,02,Rampart,0249,997,TRAFFIC COLLISION,4024 3008 3026 3029 3033 3101 0605 3401 3701 3037,29,M,H,101,STREET,7TH,LUCAS,"(34.0515, -118.2658)",23078,567,1378,54,11,76
231604067,01/04/2023,01/03/2023,2000,16,Foothill,1638,997,TRAFFIC COLLISION,1402 1218 3101 3003 3024 4026 3029 3037,67,M,B,101,STREET,FOOTHILL                     BL,WYNGATE                      ST,"(34.2574, -118.301)",3222,15,260,18,1,7
231204129,01/03/2023,01/03/2023,1735,12,77th Street,1248,997,TRAFFIC COLLISION,3101 3004 3026 4025 3029 3036,30,F,H,101,STREET,FLORENCE                     AV,VERMONT                      AV,"(33.9746, -118.2916)",23675,777,1161,7,14,
230204116,01/04/2023,01/03/2023,2325,02,Rampart,0249,997,TRAFFIC COLLISION,0605 3003 3024 3029 3033 3101 4024 3701 3401 3037,,F,W,101,STREET,6TH                          ST,LUCAS                        AV,"(34.0548, -118.2638)",23078,565,1047,54,11,67
231404108,01/04/2023,01/03/2023,1200,14,Pacific,1454,997,TRAFFIC COLLISION,3037 3101 3401 3701 3004 3028 4027,34,F,H,101,STREET,MINDANAO                     WY,LINCOLN                      BL,"(33.9806, -118.439)",25074,919,240,,,
230104115,01/03/2023,01/03/2023,1340,01,Central,0182,997,TRAFFIC COLLISION,3026 0605 3004 3033 3036 3101 4024 3401 3701 3034,41,M,W,101,STREET,PICO,HILL,"(34.038, -118.2627)",23076,547,773,,9,76
232004086,01/03/2023,01/03/2023,1020,20,Olympic,2076,997,TRAFFIC COLLISION,3004 3028 4027 3034 3036 3101 3401 3701 3002,37,M,A,101,STREET,VERMONT                      AV,WASHINGTON                   BL,"(34.04, -118.2916)",22724,681,1282,,11,8
230804144,01/04/2023,01/03/2023,1310,08,West LA,0806,997,TRAFFIC COLLISION,4027 3011 3028 3033 3034 3037 3101 3401 3701,49,F,H,101,STREET,STONE CANYON                 RD,CAPELLO                      WY,"(34.0899, -118.4469)",24037,828,770,,6,81
230204090,01/03/2023,01/03/2023,1310,02,Rampart,0238,997,TRAFFIC COLLISION,3030 4024 0605 3101 3401 3701 3006 3037 3028 3033,29,F,H,101,STREET,GLENDALE,ROCKWOOD,"(34.063, -118.2598)",23444,550,930,,8,31
231204120,01/03/2023,01/03/2023,0900,12,77th Street,1219,997,TRAFFIC COLLISION,3011 3028 3030 4025 3101,45,M,H,101,STREET,FIGUEROA                     ST,56TH                         ST,"(33.9915, -118.2827)",23668,745,990,7,13,2
232004092,01/03/2023,01/03/2023,0640,20,Olympic,2024,997,TRAFFIC COLLISION,3004 3028 3030 4027 3035 3036 3101 3401 3701,67,F,B,101,STREET,NORMANDIE                    AV,WILSHIRE                     BL,"(34.0617, -118.3004)",22726,603,638,,12,89
231304101,01/03/2023,01/03/2023,1125,13,Newton,1303,997,TRAFFIC COLLISION,0605 4024 3006 3028 3030,47,M,O,101,STREET,CENTRAL,11TH,"(34.0309, -118.2448)",23082,703,1018,,9,76
230504116,01/04/2023,01/03/2023,2350,05,Harbor,0508,997,TRAFFIC COLLISION,3011 3028 4005 3034 3101,,M,O,101,STREET,220TH,HARVARD,"(33.8112, -118.3039)",26327,947,1447,,15,29
230904097,01/04/2023,01/03/2023,2120,09,Van Nuys,0929,997,TRAFFIC COLLISION,3004 3026 3036 4009 3602 3101,43,M,W,101,STREET,FULTON                       AV,VICTORY                      BL,"(34.1867, -118.4225)",19729,184,499,,5,70
230904064,01/03/2023,01/03/2023,0930,09,Van Nuys,0926,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,50,M,H,101,STREET,VICTORY                      BL,TYRONE                       AV,"(34.1867, -118.4443)",19729,236,290,,3,18
231004108,01/03/2023,01/03/2023,1630,10,West Valley,1024,997,TRAFFIC COLLISION,3101 3011 3028 4026 3034 3037,99,X,O,101,STREET,RESEDA                       BL,VANOWEN                      ST,"(34.1939, -118.536)",18909,264,578,,4,12
231404070,01/03/2023,01/03/2023,1535,14,Pacific,1433,997,TRAFFIC COLLISION,3004 3025 3035 3036 3101 3401 3701 3029 4027,19,M,B,101,STREET,VENICE                       BL,SUPERIOR                     AV,"(33.9944, -118.4521)",25073,911,1264,10,10,30
231604060,01/03/2023,01/03/2023,1800,16,Foothill,1689,997,TRAFFIC COLLISION,3101 3003 3025 4026 3029 3037 1218,48,M,W,101,STREET,SAN FERNANDO                 RD,VINELAND                     AV,"(34.2205, -118.3704)",19335,166,272,,3,21
231704108,01/03/2023,01/03/2023,1515,17,Devonshire,1775,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,42,M,H,101,STREET,NORDHOFF                     ST,BALBOA                       BL,"(34.2357, -118.5025)",18914,119,1417,,2,65
231904086,01/03/2023,01/03/2023,0955,19,Mission,1901,997,TRAFFIC COLLISION,3011 3024 4026 3034 3037 3101,30,M,W,101,STREET,BALBOA                       BL,S  SILVER OAKS                  DR,"(34.321, -118.4883)",18912,48,1397,,1,47
231904090,01/03/2023,01/03/2023,1535,19,Mission,1931,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,60,M,H,101,STREET,RINALDI                      ST,SHARP                        AV,"(34.279, -118.4579)",19330,67,302,,1,4
231904092,01/03/2023,01/03/2023,1750,19,Mission,1911,997,TRAFFIC COLLISION,3025 3101 3004 4026 3034 3036,37,M,W,101,STREET,SAN FERNANDO                 RD,ROXFORD                      ST,"(34.3105, -118.4738)",18912,51,1402,,1,47
231904095,01/04/2023,01/03/2023,2330,19,Mission,1999,997,TRAFFIC COLLISION,3028 4026 3011 3032 3030 3037 3102,99,M,O,108,PARKING LOT,ROSCOE                       BL,BARDWELL                     AV,"(34.2217, -118.43)",19730,151,1040,,3,41
232104043,01/03/2023,01/03/2023,0015,21,Topanga,2128,997,TRAFFIC COLLISION,3101 3006 3028 4026 3037 3039,50,F,H,101,STREET,SATICOY                      ST,OSO                          AV,"(34.2084, -118.5754)",4282,275,1544,,4,66
230804343,01/11/2023,01/03/2023,0833,08,West LA,0884,997,TRAFFIC COLLISION,3035 3037 3102 3401 3701 3006 3028 3030 4027,25,M,A,108,PARKING LOT,S  SEPULVEDA                    BL,EXPOSITION                   BL,"(34.0352, -118.4341)",24029,888,1251,9,6,75
231204575,01/11/2023,01/03/2023,0627,12,77th Street,1213,997,TRAFFIC COLLISION,4025 3030 3028 3004,20,F,B,101,STREET,1800 W  SLAUSON                      AV,,"(33.9921, -118.3108)",24027,743,622,7,14,35
230804098,01/04/2023,01/03/2023,2155,08,West LA,0819,997,TRAFFIC COLLISION,3401 3701 2004 3101 3037 3003 3024 3035 4027,41,M,O,101,STREET,WILSHIRE                     BL,COMSTOCK                     AV,"(34.068, -118.4254)",23442,845,766,9,6,72
230804067,01/03/2023,01/03/2023,0510,08,West LA,0899,997,TRAFFIC COLLISION,3011 3025 3029 4027 3034 3037 3101 3401 3701,99,,,101,STREET,LA CIENEGA                   AV,VENICE                       BL,"(34.0354, -118.3778)",23451,886,1283,,12,95
230704120,01/04/2023,01/03/2023,1710,07,Wilshire,0774,997,TRAFFIC COLLISION,3035 3036 3101 3401 3701 2004 3003 3024 4027,66,M,A,101,STREET,LA BREA                      AV,VENICE                       BL,"(34.0459, -118.3454)",23080,652,1109,,12,69
231204109,01/03/2023,01/03/2023,0935,12,77th Street,1269,997,TRAFFIC COLLISION,3003 3024 4025 3036,77,M,B,101,STREET,81ST                         ST,CENTRAL,"(33.9656, -118.2564)",22350,796,999,7,13,46
232004127,01/04/2023,01/03/2023,0530,20,Olympic,2033,997,TRAFFIC COLLISION,4020 3003 3026 3029 3035 3036 3104 3401 3701,31,F,H,101,STREET,WILSHIRE                     BL,HOBART                       BL,"(34.0617, -118.3054)",22726,609,638,,12,89
231704109,01/03/2023,01/03/2023,1930,17,Devonshire,1782,997,TRAFFIC COLLISION,3027 3101 3036 3008 4026,54,M,W,101,STREET,TAMPA                        AV,LONDELIUS                    ST,"(34.2299, -118.5535)",18513,110,1455,,2,65
230904111,01/04/2023,01/03/2023,0930,09,Van Nuys,0901,997,TRAFFIC COLLISION,3003 3026 3029 3037 3101 4009,53,M,W,101,STREET,LEADWELL                     ST,ZOMBAR                       AV,"(34.2039, -118.4673)",19734,220,1323,,3,18
231004090,01/03/2023,01/03/2023,0200,10,West Valley,1063,997,TRAFFIC COLLISION,3101 3011 3028 4010 3030 3034 3037,45,M,W,101,STREET,PHILLIPRIMM                  ST,YOLANDA                      AV,"(34.173, -118.5407)",19339,320,1496,,4,10
231004099,01/03/2023,01/03/2023,1250,10,West Valley,1078,997,TRAFFIC COLLISION,3101 3028 4026 3034 3037 3006,,M,O,101,STREET,VENTURA                      BL,NOELINE                      AV,"(34.1576, -118.4901)",19737,326,1363,6,6,62
231704098,01/03/2023,01/03/2023,1130,17,Devonshire,1754,997,TRAFFIC COLLISION,3037 3101 3004 3026 4026 3034 3038,27,F,W,101,STREET,RESEDA                       BL,DEVONSHIRE                   ST,"(34.2573, -118.5361)",18905,82,1537,,2,77
230304090,01/03/2023,01/03/2023,0110,03,Southwest,0376,997,TRAFFIC COLLISION,3006 3028 3030 4025,22,F,H,101,STREET,NORMANDIE,38TH,"(34.0173, -118.3002)",23668,730,1012,7,14,32
240704527,01/14/2024,01/03/2023,1900,07,Wilshire,0752,997,TRAFFIC COLLISION,3401 3035 3101 3701 3004 3026 3029 3036 4027,31,M,O,101,STREET,LA CIENEGA                   BL,WHITWORTH                    DR,"(34.057, -118.3762)",23666,639,828,,6,95
231804146,01/04/2023,01/04/2023,0050,18,Southeast,1841,997,TRAFFIC COLLISION,3101 3004 3028 3030 3034 4018,25,M,H,101,STREET,HOOVER,104TH,"(33.9415, -118.287)",23675,813,1171,7,14,45
231104114,01/04/2023,01/04/2023,2200,11,Northeast,1141,997,TRAFFIC COLLISION,0605 3004 3026 3029 3033 3037 3101 4024 3401 3701,61,M,O,101,STREET,ALEXANDRIA,HOLLYWOOD,"(34.1018, -118.2983)",23445,401,1327,16,7,3
230204168,01/05/2023,01/04/2023,2255,02,Rampart,0201,997,TRAFFIC COLLISION,0605 3003 3025 3029 3036 3101 4024 3401 3701 1218,50,M,W,101,STREET,SANTA MONICA                 BL,NEW HAMPSHIRE                AV,"(34.0909, -118.2928)",23447,431,460,16,8,58
230604143,01/04/2023,01/04/2023,1740,06,Hollywood,0645,997,TRAFFIC COLLISION,3011 3028 3034 3037 3101 3401 3701 4027,38,,,101,STREET,BONITA                       TR,ORCHID                       AV,"(34.1048, -118.3402)",24033,408,717,,7,82
230104194,01/04/2023,01/04/2023,1005,01,Central,0182,997,TRAFFIC COLLISION,0605 3007 3026 3029 3033 3036 3101 4024 3401 3701,,M,O,101,STREET,FLOWER                       ST,PICO                         BL,"(34.0401, -118.2669)",23076,,1291,,9,76
231504143,01/04/2023,01/04/2023,1750,15,N Hollywood,1595,997,TRAFFIC COLLISION,3101 3028 3011 4026 3030 3034 3037,99,M,W,101,STREET,VENTURA                      BL,VENTURA                      PL,"(34.1437, -118.3928)",8492,347,390,6,5,84
231304205,01/04/2023,01/04/2023,1500,13,Newton,1331,997,TRAFFIC COLLISION,3028 3030 3101 4024 0605 3401 3701 3006 3037 3035,64,F,H,101,STREET,28TH                         ST,GRAND                        AV,"(34.0247, -118.2734)",22724,700,660,7,13,6
230204166,01/04/2023,01/04/2023,2115,02,Rampart,0285,997,TRAFFIC COLLISION,0605 3003 3026 3029 3033 3036 3101 4024 3401 3701,40,M,H,101,STREET,PICO                         BL,UNION                        AV,"(34.0448, -118.2773)",23076,697,1521,,11,8
231604101,01/05/2023,01/04/2023,2210,16,Foothill,1657,997,TRAFFIC COLLISION,3027 4026 3036 3038 3602 3009 3101,39,M,O,101,STREET,FOOTHILL                     BL,MOUNTAIR                     AV,"(34.2523, -118.2932)",3222,3,1270,18,1,7
232004118,01/04/2023,01/04/2023,1125,20,Olympic,2035,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 3401 3701 4027,22,,,101,STREET,MARIPOSA                     AV,WILSHIRE                     BL,"(34.0618, -118.2987)",22726,598,1316,,12,89
230804152,01/05/2023,01/04/2023,2119,08,West LA,0882,997,TRAFFIC COLLISION,3036 3101 3401 3701 3002 3004 3026 3034 4027,27,M,H,101,STREET,PICO                         BL,EXPOSITION                   BL,"(34.0337, -118.4418)",24029,889,1128,9,10,50
230104211,01/04/2023,01/04/2023,1640,01,Central,0185,997,TRAFFIC COLLISION,4024 0605 3008 3026 3029 3101 3401 3701 3037 3033,55,M,B,101,STREET,MAIN                         ST,OLYMPIC                      BL,"(34.0405, -118.2567)",23076,547,1319,,9,76
230204156,01/04/2023,01/04/2023,0905,02,Rampart,0269,997,TRAFFIC COLLISION,0605 4024 3011 3101 3401 3701 3036 3039 3033 3035,39,M,B,101,STREET,8TH,GARLAND,"(34.0496, -118.2677)",23078,568,1378,54,11,68
230104205,01/04/2023,01/04/2023,0630,01,Central,0121,997,TRAFFIC COLLISION,0605 3006 3028 3030 3034 4024 3101 3401 3701 3037,38,M,A,101,STREET,FREMONT                      AV,DIAMOND                      ST,"(34.0584, -118.2526)",22728,543,1262,,9,76
232004140,01/04/2023,01/04/2023,1318,20,Olympic,2055,997,TRAFFIC COLLISION,4027 3004 3026 3029 3033 3035 3037 3101 3401 3701,66,M,H,101,STREET,W  PICO                         BL,S  MARIPOSA                     AV,"(34.0472, -118.2989)",22723,673,923,,11,8
231404131,01/05/2023,01/04/2023,1530,14,Pacific,1494,997,TRAFFIC COLLISION,3037 3101 3401 3701 3003 3025 3034 4014 0947,34,M,H,101,STREET,WORLD                        WY,CENTER                       WY,"(33.9444, -118.3987)",23676,2340,445,12,10,16
230204154,01/04/2023,01/04/2023,1205,02,Rampart,0201,997,TRAFFIC COLLISION,0605 3004 3025 3029 3033 3037 3101 4024 3401 3701,73,M,H,101,STREET,MELROSE                      AV,VERMONT                      AV,"(34.0836, -118.2917)",23447,436,507,16,8,58
231104112,01/04/2023,01/04/2023,1555,11,Northeast,1128,997,TRAFFIC COLLISION,3037 3101 4024 3004 3026 3029 3033 0605 3401 3701,22,M,H,101,STREET,YORK,AVENUE 63,"(34.1148, -118.1826)",23673,359,575,,9,93
230304185,01/05/2023,01/04/2023,2315,03,Southwest,0395,997,TRAFFIC COLLISION,3011 3028 4025 3034,,M,O,108,PARKING LOT,MARTIN LUTHER KING JR        BL,DENKER                       AV,"(34.0109, -118.3045)",24027,730,1011,7,14,32
230404148,01/04/2023,01/04/2023,1715,04,Hollenbeck,0469,997,TRAFFIC COLLISION,0605 3004 3028 3030 3036 3035 3101 4024,28,M,H,101,STREET,1ST,INDIANA,"(34.036, -118.1924)",24028,1544,954,,,
230404149,01/04/2023,01/04/2023,1725,04,Hollenbeck,0438,997,TRAFFIC COLLISION,0605 3004 3026 3029 3033 3035 3037 3101 4024,43,F,H,101,STREET,ALHAMBRA,ENDICOTT,"(34.0746, -118.1711)",23449,506,1215,,9,91
230504193,01/05/2023,01/04/2023,0632,05,Harbor,0526,997,TRAFFIC COLLISION,3002 3026 3034 4025 3101,27,M,H,101,STREET,LAGOON,G                            ST,"(33.7782, -118.2676)",3350,965,1560,,15,15
230304186,01/05/2023,01/04/2023,2010,03,Southwest,0359,997,TRAFFIC COLLISION,3011 3025 3034 3039 4025,,M,O,101,STREET,FIGUEROA                     ST,EXPOSITION P                 DR,"(34.0167, -118.2811)",22724,692,1265,7,13,32
230704148,01/04/2023,01/04/2023,1120,07,Wilshire,0706,997,TRAFFIC COLLISION,3035 3036 3101 3401 3701 3038 3004 3025 4027 1402,24,F,B,101,STREET,MELROSE                      AV,HIGHLAND                     AV,"(34.0835, -118.3386)",23669,445,870,,6,86
230804157,01/05/2023,01/04/2023,1530,08,West LA,0881,997,TRAFFIC COLLISION,3035 3037 3102 3401 3701 3032 3003 3026 3029 4027,26,F,B,108,PARKING LOT,PICO                         BL,CENTINELA                    AV,"(34.028, -118.4529)",24029,889,1128,9,10,50
230604159,01/05/2023,01/04/2023,1929,06,Hollywood,0646,997,TRAFFIC COLLISION,3003 3024 4027 3035 3037 3101 3401 3701 2004,53,M,H,101,STREET,SUNSET                       BL,CHEROKEE                     AV,"(34.098, -118.3353)",23446,422,468,,8,34
230904100,01/04/2023,01/04/2023,0001,09,Van Nuys,0909,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3030,99,M,W,101,STREET,SHERMAN                      WY,HAZELTINE                    AV,"(34.2012, -118.44)",19733,215,880,,5,18
231204165,01/04/2023,01/04/2023,1315,12,77th Street,1204,997,TRAFFIC COLLISION,4025 3011 3028 3034 3101,99,M,O,102,SIDEWALK,VERMONT                      AV,45TH                         ST,"(34.0026, -118.2915)",23668,738,896,7,13,2
231204179,01/05/2023,01/04/2023,2020,12,77th Street,1259,997,TRAFFIC COLLISION,3004 3026 4025 3029 3036 3101,57,F,H,101,STREET,AVALON                       BL,79TH                         ST,"(33.9674, -118.2652)",22352,796,1001,7,13,46
231704110,01/04/2023,01/04/2023,0115,17,Devonshire,1701,997,TRAFFIC COLLISION,3101 3011 3028 4026 3034 3037,22,F,B,101,STREET,PORTER RANCH                 DR,RINALDI                      ST,"(34.2756, -118.5701)",18905,65,1311,14,2,48
231704111,01/04/2023,01/04/2023,0310,17,Devonshire,1708,997,TRAFFIC COLLISION,3101 3011 3028 4026 3034 3037,99,M,O,102,SIDEWALK,BALBOA                       BL,OROZCO                       ST,"(34.3075, -118.5026)",19329,50,1406,,2,78
231604082,01/04/2023,01/04/2023,0925,16,Foothill,1655,997,TRAFFIC COLLISION,3101 3004 3028 3030 3037 4016,35,M,H,101,STREET,SUNLAND                      BL,WHEATLAND                    AV,"(34.2471, -118.3575)",3221,14,1373,8,1,9
231904140,01/04/2023,01/04/2023,1410,19,Mission,1919,997,TRAFFIC COLLISION,3004 3028 3030 3037 3101 4026,67,M,W,101,STREET,FOOTHILL                     BL,MACLAY                       ST,"(34.2973, -118.409)",18912,40,890,,1,47
232004106,01/04/2023,01/04/2023,0325,20,Olympic,2071,997,TRAFFIC COLLISION,3006 3030 4027 3035 3037 3101 3401 3701 3028,50,M,H,101,STREET,VAN NESS                     AV,VENICE                       BL,"(34.0436, -118.3157)",23080,676,897,,12,19
